"The fortifications of our harbors, more or less advanced, present considerations of great difficulty.",2,161706.85,20369.85
"While some of them are on a scale sufficiently proportioned to the advantages of their position, to the efficacy of their protection, and the importance of the points within it, others are so extensive, will cost so much in their first erection, so much in their maintenance, and require such a force to garrison them, as to make it questionable what is best now to be done.",0,153352.68,12015.68
"A statement of those commenced or projected, of the expenses already incurred, and estimates of their future cost, so far as can be foreseen, shall be laid before you, that you may be enabled to judge whether any attention is necessary in the laws respecting this subject.",0,148754.504,7417.504
p,,,
"Agriculture, manufactures, commerce, and navigation, the four pillars of our prosperity, are the most thriving when left most free to individual enterprise.",4,143286.353,1949.353
"Protection from casual embarrassments, however, may sometimes be seasonably interposed.",0,148454.704,7117.704
"If in the course of your observations or inquiries they should appear to need any aid within the limits of our constitutional powers, your sense of their importance is a sufficient assurance they will occupy your attention.",1,146957.194,5620.194
"We cannot, indeed, but all feel an anxious solicitude for the difficulties under which our carrying trade will soon be placed.",0,145701.756,4364.756
"How far it can be relieved, otherwise than by time, is a subject of important consideration.",0,166358.096,25021.096
p,,,
"The judiciary system of the United States, and especially that portion of it recently erected, will of course present itself to the contemplation of Congress: and that they may be able to judge of the proportion which the institution bears to the business it has to perform, I have caused to be procured from the several States, and now lay before Congress, an exact statement of all the causes decided since the first establishment of the courts, and of those which were depending when additional courts and judges were brought in to their aid.",2,148646.77,7309.77
p,,,
"And while on the judiciary organization, it will be worthy your consideration, whether the protection of the inestimable institution of juries has been extended to all the cases involving the security of our persons and property.",1,149294.84,7957.84
"Their impartial selection also being essential to their value, we ought further to consider whether that is sufficiently secured in those States where they are named by a marshal depending on executive will, or designated by the court or by officers dependent on them.",1,145512.864,4175.864
p,,,
I cannot omit recommending a revisal of the laws on the subject of naturalization.,1,148161.774,6824.774
"Considering the ordinary chances of human life, a denial of citizenship under a residence of fourteen years is a denial to a great proportion of those who ask it, and controls a policy pursued from their first settlement by many of these States, and still believed of consequence to their prosperity.",3,145021.29,3684.29
And shall we refuse the unhappy fugitives from distress that hospitality which the savages of the wilderness extended to our fathers arriving in this land?,0,143025.686,1688.686
Shall oppressed humanity find no asylum on this globe?,2,144508.195,3171.195
"The constitution, indeed, has wisely provided that, for admission to certain offices of important trust, a residence shall be required sufficient to develop character and design.",0,144929.196,3592.196
But might not the general character and capabilities of a citizen be safely communicated to every one manifesting a _bona fide_ purpose of embarking his life and fortunes permanently with us? ,0,147421.401,6084.401
"with restrictions, perhaps, to guard against the fraudulent usurpation of our flag; an abuse which brings so much embarrassment and loss on the genuine citizen, and so much danger to the nation of being involved in war, that no endeavor should be spared to detect and suppress it.",0,144732.252,3395.252
p,,,
"These, fellow citizens, are the matters respecting the state of the nation, which I have thought of importance to be submitted to your consideration at this time.",5,144719.944,3382.944
"Some others of less moment, or not yet ready for communication, will be the subject of separate messages.",0,146502.764,5165.764
I am happy in this opportunity of committing the arduous affairs of our government to the collected wisdom of the Union.,1,143939.599,2602.599
"Nothing shall be wanting on my part to inform, as far as in my power, the legislative judgment, nor to carry that judgment into faithful execution.",0,145797.96,4460.96
"The prudence and temperance of your discussions will promote, within your own walls, that conciliation which so much befriends national conclusion; and by its example will encourage among our constituents that progress of opinion which is tending to unite them in object and in will.",0,146445.54,5108.54
"That all should be satisfied with any one order of things is not to be expected, but I indulge the pleasing persuasion that the great body of our citizens will cordially concur in honest and disinterested efforts, which have for their object to preserve the general and State governments in their constitutional form and equilibrium; to maintain peace abroad, and order and obedience to the laws at home; to establish principles and practices of administration favorable to the security of liberty and prosperity, and to reduce expenses to what is necessary for the useful purposes of government.",6,145472.866,4135.866
