"§I think the college education in China is not very practical,å says Vincent Sun, another Fudan student who will be enrolling at MIT this fall to pursue a master÷s degree in finance.",0,15739.463,17497.463
"§When I will be searching for a job, I think a degree from a very famous [foreign] university is a huge thing I think that will put me into a very good place.å",0,22430.967,24188.967
"Ironically, a foreign university can also be a fallback for Chinese students who don÷t do well enough on the national exam, the gaokao, to get into a Chinese school _ there÷s always an American college willing to take their tuition dollars.",0,7021.88,8779.88
p,,,
But many of these students would probably never make it to America without a middleman to pave the way.,1,14340.1,16098.1
"According to a 2010 report by Zinch China, a consultancy that advises U.S. colleges and universities on China, 8 out of every 10 Chinese undergraduate students use an agent to file their applications.",5,9214.698,10972.698
"And with such intense competition among agents _ not to mention ambitious students and their overzealous parents _ cheating is rampant, the group says.",2,14406.484,16164.484
"It estimates that 90% of recommendation letters from Chinese students are fake, 70% of college application essays are not written by the students, and half of all high school transcripts are falsified.",7,16774.338,18532.338
"§The world of higher education is becoming extremely competitive, much more so than it was even 10 years ago, and I think the kids are looking for an edge,å says Tom Melcher, chairman of Zinch China.",0,4355.225,6113.225
"§Everyone is looking around and saying, ãWell, everyone else is cheating, why shouldn÷t I?÷å",1,2465.876,4223.876
p,,,
Another issue that concerns some admissions officers in the U.S. is where the money is coming from.,0,12114.688,13872.688
"Not only are agents paid by families in China _ up to $10,000 before bonuses, according to Zinch _ some American schools also have contracts with agents that guarantee them a commission for each student they enroll.",7,13272.08,15030.08
"This practice constitutes a potential conflict of interest, says Philip Ballinger, head of a commission launched by the Washington-based National Association for College Admission Counseling (NACAC) to study the issue of foreign recruiting.",0,4570.272,6328.272
"§If money is first, then perhaps the interest of student or the person that÷s involved is not first,å he says.",1,3864.565,5622.565
p,,,
What÷s desperately needed is greater oversight in China and the U.S. _ something both sides are now trying to address.,2,6276.657,8034.657
"The Chinese government realizes that doctored transcripts are a problem: earlier this year, it launched a new service to verify students÷ high school grades for foreign universities.",0,3117.239,4875.239
"But because there are literally thousands of agents operating in China, cheating will persist.",2,4298.55,6056.55
"§The Chinese kids, when I talk to them, they sort of think it÷s the schools÷ fault.",0,5749.543,7507.543
"The schools will say you have to have a recommendation letter from a guidance counselor, and Chinese kids don't have guidance counselors,""ù Melcher says.",1,7927.001,9685.001
"Zhu, the student enrolling at Oregon State, says his agent didn't falsify documents beyond the ""elaborated""ù essay, but he believes doing so is sometimes a necessary evil.",1,4158.974,5916.974
"""Some schools in China test students by very hard questions beyond their abilities, so the scores students get are very low.",0,5295.542,7053.542
"So the students who want to go to the USA, they had to change their scores,""ù he says.",0,3899.793,5657.793
"""But the students are still very good students because they're in the best schools in Shanghai.""",0,9243.254,11001.254
p,,,
"In the U.S., there are hopes that the NACAC committee investigating overseas recruiting practices will bring much needed clarity to a situation that has been a relative free-for-all in recent years.",1,4245.34,6003.34
"While federal law prohibits colleges and universities from paying commissions to recruit students in the U.S., there is no statute against doing it internationally.",5,3753.448,5511.448
"NACAC has a policy against it, but enforcement has been put on hold while its investigation is continuing.",1,1835.468,3593.468
The group÷s second meeting is set for this fall; recommendations are expected to come in 2013.,0,3636.709,5394.709
p,,,
"Although it acknowledges that fraud is a major concern, NACAC is focusing initially on the question of whether universities should be permitted to pay overseas recruiters commissions.",0,9695.99,11453.99
"Mitch Leventhal, vice chancellor for global affairs at the State University of New York (SUNY) and an outspoken pro-recruiter advocate, argues that agents can provide a legitimate and useful service for foreign students, provided they operate in a professional and transparent way.",0,2348.479,4106.479
He says it÷s ridiculous to suggest that universities should stop using agents.,2,2066.839,3824.839
§That÷s sticking your head in a hole.,0,2749.743,4507.743
"They÷re not going to go away because market demand is there, so the best way to address it is to engage them and identify the good ones.å",0,1143.365,2901.365
p,,,
Leventhal believes he÷s found a way to do that.,1,2382.687,4140.687
"He÷s founder of an organization called the American International Recruitment Council, which has developed a rigorous process for certifying international agents.",2,4489.68,6247.68
"Agents must volunteer and pay a fee for the service, which involves a third-party investigation of their business, an external review by two members of U.S. universities and a confidential complaint system.",0,2746.668,4504.668
"So far, the group has certified about 45 agents, who benefit, Leventhal says, from having increased access to U.S. schools.",1,3311.814,5069.814
"And after agents are thoroughly vetted, he sees nothing wrong with paying them commissions, so long as the schools are also transparent about it.",0,1221.814,2979.814
"At SUNY, the fee is 10% of the student÷s first-year tuition.",0,1072.795,2830.795
"§No one likes to pay a commission to a real estate broker when we buy a house because it÷s another expense,å he says.",0,2087.282,3845.282
§But we don÷t deny the fact that a real estate broker works on commission and deserves to earn something for their effort.å,0,0.868,1758.868
p,,,
This sentiment isn÷t shared by everyone.,0,2983.628,4741.628
"Mark Sklarow, head of the Washington-based Independent Educational Consultants Association (IECA), says students in China are better served by so-called educational consultants, who are paid solely by families (not by U.S. universities) to find the best educational match for students.",1,4536.032,6294.032
"Dozens of consultants in China have applied to become IECA members, but the organization must first ensure they÷ve never accepted money from a college or university and they÷ve never engaged in fraudulent practices.",0,2469.235,4227.235
"He believes that as Chinese students become more familiar with the U.S. application process, they÷ll increasingly turn to consultants like these to help them make decisions about colleges rather than put all their trust in agents.",2,2550.431,4308.431
p,,,
Sklarow says the U.S. is at a turning point too.,0,1347.097,3105.097
"For the past five years, colleges and universities were §balancing their budgets on Chinese students,å but he thinks the pressure is now on them to find a way to regulate the system.",3,1486.561,3244.561
"§I think until American colleges stand up and say we need a way to guarantee that the students we accept, that the records we÷re looking at are whole, complete and legitimate, the problem continues to grow.å",1,1490.276,3248.276
